air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,wind_speed_10m,period_end,period
23,0.2,-1,0,0,0,0,61,7.8,0,0,0,0,25,0,36.7,865.3,0,0,1.3,2021-07-16T21:00:00+00:00,PT30M
23,0.2,-9,0,0,0,0,61,8.1,0,0,0,0,25,0,38.5,865.3,0,0,1.6,2021-07-16T21:30:00+00:00,PT30M
22,0.2,-17,0,0,0,0,67.3,8.4,0,0,0,0,25.1,0,41,865.4,0,0,1.8,2021-07-16T22:00:00+00:00,PT30M
22,0.2,-25,0,0,0,0,71.3,8.5,0,0,0,0,25.1,0,42.5,865.5,0,0,1.9,2021-07-16T22:30:00+00:00,PT30M
22,0.2,-32,0,0,0,0,71.8,8.6,0,0,0,0,25.1,0,43.1,865.6,0,0,1.8,2021-07-16T23:00:00+00:00,PT30M
22,0.2,-39,0,0,0,0,80.1,8.5,0,0,0,0,25.1,0,43.1,865.6,0,0,1.8,2021-07-16T23:30:00+00:00,PT30M
22,0.2,-45,0,0,0,0,65.9,8.5,0,0,0,0,25.2,0,42.7,865.6,0,0,1.6,2021-07-17T00:00:00+00:00,PT30M
22,0.2,-50,0,0,0,0,59.4,8.4,0,0,0,0,25.3,0,42.4,865.6,0,0,1.5,2021-07-17T00:30:00+00:00,PT30M
22,0.2,-55,0,0,0,0,45.5,8.3,0,0,0,0,25.5,0,42.3,865.8,0,0,1.4,2021-07-17T01:00:00+00:00,PT30M
22,0.2,-60,0,0,0,0,32.6,8.4,0,0,0,0,25.7,0,42.4,865.9,0,0,1.3,2021-07-17T01:30:00+00:00,PT30M
22,0.2,-65,12,1,12,12,42.2,8.6,7,0,7,7,25.9,0,42.9,866.1,0,0,1.4,2021-07-17T02:00:00+00:00,PT30M
22,0.2,-69,51,50,59,49,59,9.2,23,0,23,23,26.2,0,44.4,866.3,0,0,1.4,2021-07-17T02:30:00+00:00,PT30M
22,0.2,-73,91,162,129,100,44.3,10.2,72,0,72,70,26.4,0,47,866.5,0,0,1.4,2021-07-17T03:00:00+00:00,PT30M
22,0.2,-77,127,277,219,177,27.6,10.2,159,1,159,154,26.5,0,46,866.7,0,0,1.3,2021-07-17T03:30:00+00:00,PT30M
23,0.2,-81,158,373,317,272,7.9,9.3,184,252,294,262,26.5,0,41.5,866.8,0,0,1,2021-07-17T04:00:00+00:00,PT30M
24,0.2,-85,185,449,417,374,0,8.8,185,449,417,374,26.3,0,37.5,866.9,0,0,0.6,2021-07-17T04:30:00+00:00,PT30M
26,0.2,-89,208,507,514,478,0,8.8,208,507,514,478,25.9,0,34,867,0,0,0.5,2021-07-17T05:00:00+00:00,PT30M
27,0.2,-93,228,550,604,577,0,9,228,550,604,577,25.6,0,32.7,867,0,0,0.8,2021-07-17T05:30:00+00:00,PT30M
27,0.2,-98,246,580,686,669,0,9.2,246,580,686,669,25.3,0,33.3,867,0,0,1.2,2021-07-17T06:00:00+00:00,PT30M
27,0.2,-104,264,600,757,749,0,9.6,264,600,757,749,25,0,33.9,866.9,0,0,1.6,2021-07-17T06:30:00+00:00,PT30M
27,0.2,-112,279,615,817,817,0,10,279,615,817,817,24.6,0,34.3,866.7,0,0,1.9,2021-07-17T07:00:00+00:00,PT30M
28,0.2,-122,291,625,864,871,0,10,291,625,864,871,24.2,0,33.1,866.5,0,0,2.1,2021-07-17T07:30:00+00:00,PT30M
29,0.2,-136,298,635,899,911,0,9.5,298,635,899,911,23.8,0,30.4,866.4,0,0,2.2,2021-07-17T08:00:00+00:00,PT30M
29,0.2,-157,298,647,922,937,0,9.2,298,647,922,937,23.4,0,28.8,866.2,0,0,2.3,2021-07-17T08:30:00+00:00,PT30M
29,0.2,176,280,680,938,956,1.6,9.1,302,641,923,939,23,0,28.2,865.9,0,0,2.4,2021-07-17T09:00:00+00:00,PT30M
30,0.2,150,241,737,948,966,13.5,8.8,422,415,820,825,22.4,0,27.2,865.6,0,0,2.4,2021-07-17T09:30:00+00:00,PT30M
30,0.2,131,216,766,935,950,42.3,8.4,455,91,541,530,21.5,0,26.1,865.2,0,0,2.5,2021-07-17T10:00:00+00:00,PT30M
30,0.2,119,207,764,899,908,49.9,8.2,431,21,450,436,21,0,25.4,864.9,0,0,2.5,2021-07-17T10:30:00+00:00,PT30M
30,0.2,109,196,758,848,849,9,8,309,538,772,769,21,0,25.1,864.8,0,0,2.5,2021-07-17T11:00:00+00:00,PT30M
30,0.2,102,183,748,785,775,19,8,368,331,637,625,21.2,0,24.8,864.6,0,0,2.5,2021-07-17T11:30:00+00:00,PT30M
31,0.2,97,172,728,709,687,1.2,8,186,698,700,678,21.5,0,24.5,864.5,0,0,2.6,2021-07-17T12:00:00+00:00,PT30M
31,0.2,92,161,695,621,587,0,7.6,161,695,621,587,22.1,0,23.4,864.4,0,0,2.6,2021-07-17T12:30:00+00:00,PT30M
31,0.2,88,148,653,526,481,0,6.7,148,653,526,481,23.1,0,21.8,864.5,0,0,2.5,2021-07-17T13:00:00+00:00,PT30M
31,0.2,84,132,602,426,371,0,6.6,132,602,426,371,23.7,0,21.8,864.4,0,0,2.3,2021-07-17T13:30:00+00:00,PT30M
30,0.2,80,114,531,324,262,0,7,114,531,324,262,24,0,23.6,864.3,0,0,2.1,2021-07-17T14:00:00+00:00,PT30M
30,0.2,76,94,432,223,161,0,7.2,94,432,223,161,24.1,0,24.7,864.3,0,0,1.8,2021-07-17T14:30:00+00:00,PT30M
29,0.2,72,69,289,128,78,0,7.2,69,289,128,78,24,0,24.9,864.4,0,0,1.5,2021-07-17T15:00:00+00:00,PT30M
29,0.2,68,38,104,50,34,7.7,7.2,37,91,48,33,24,0,25.3,864.5,0,0,1.2,2021-07-17T15:30:00+00:00,PT30M
29,0.2,63,5,2,5,5,69.1,7.3,2,0,2,2,24,0,25.8,864.6,0,0,0.9,2021-07-17T16:00:00+00:00,PT30M
28,0.2,59,0,0,0,0,68,7.7,0,0,0,0,23.8,0,27.7,864.8,0,0,0.6,2021-07-17T16:30:00+00:00,PT30M
27,0.2,54,0,0,0,0,75.1,8.4,0,0,0,0,23.5,0,31.3,864.9,0,0,0.5,2021-07-17T17:00:00+00:00,PT30M
26,0.2,49,0,0,0,0,80.1,8.4,0,0,0,0,23.2,0,32.6,865,0,0,0.5,2021-07-17T17:30:00+00:00,PT30M
26,0.2,43,0,0,0,0,76,7.9,0,0,0,0,22.9,0,31.3,865.3,0,0,0.6,2021-07-17T18:00:00+00:00,PT30M
26,0.2,37,0,0,0,0,59.7,7.5,0,0,0,0,22.7,0,30.5,865.4,0,0,0.7,2021-07-17T18:30:00+00:00,PT30M
26,0.2,30,0,0,0,0,53.7,7.3,0,0,0,0,22.5,0,30,865.2,0,0,0.8,2021-07-17T19:00:00+00:00,PT30M
26,0.2,23,0,0,0,0,64.7,7.3,0,0,0,0,22.4,0,30.6,865.2,0,0,1,2021-07-17T19:30:00+00:00,PT30M
25,0.2,15,0,0,0,0,49.3,7.6,0,0,0,0,22.2,0,32.6,865.3,0,0,1.2,2021-07-17T20:00:00+00:00,PT30M
25,0.2,7,0,0,0,0,60.6,7.7,0,0,0,0,22.1,0,33.6,865.2,0,0,1.3,2021-07-17T20:30:00+00:00,PT30M
25,0.2,-1,0,0,0,0,76.8,7.6,0,0,0,0,21.9,0,33.6,865,0,0,1.3,2021-07-17T21:00:00+00:00,PT30M
25,0.2,-9,0,0,0,0,81.5,7.3,0,0,0,0,22.3,0,33,865,0,0,1.3,2021-07-17T21:30:00+00:00,PT30M
25,0.2,-18,0,0,0,0,86.4,6.8,0,0,0,0,23.1,0,32,865.2,0,0,1.3,2021-07-17T22:00:00+00:00,PT30M
24,0.2,-25,0,0,0,0,83.9,6.4,0,0,0,0,23.6,0,31.5,865.3,0,0,1.4,2021-07-17T22:30:00+00:00,PT30M
24,0.2,-32,0,0,0,0,79.6,6.4,0,0,0,0,23.6,0,31.6,865.2,0,0,1.4,2021-07-17T23:00:00+00:00,PT30M
24,0.2,-39,0,0,0,0,74.2,6.2,0,0,0,0,23.4,0,31.5,865.3,0,0,1.4,2021-07-17T23:30:00+00:00,PT30M
24,0.2,-45,0,0,0,0,71.2,5.9,0,0,0,0,23.2,0,31.1,865.4,0,0,1.5,2021-07-18T00:00:00+00:00,PT30M
24,0.2,-50,0,0,0,0,70,5.8,0,0,0,0,23.1,0,31,865.3,0,0,1.5,2021-07-18T00:30:00+00:00,PT30M
24,0.2,-56,0,0,0,0,71.8,5.8,0,0,0,0,23.1,0,31.1,865.1,0,0,1.6,2021-07-18T01:00:00+00:00,PT30M
24,0.2,-60,0,0,0,0,48.4,5.9,0,0,0,0,23.2,0,31.3,865.1,0,0,1.7,2021-07-18T01:30:00+00:00,PT30M
24,0.2,-65,12,6,13,12,43.4,6,6,0,6,6,23.4,0,31.7,865.4,0,0,1.7,2021-07-18T02:00:00+00:00,PT30M
24,0.2,-69,50,114,65,45,33.6,6.7,46,6,47,44,23.5,0,33.6,865.6,0,0,1.6,2021-07-18T02:30:00+00:00,PT30M
24,0.2,-73,83,272,146,100,5.6,8.1,90,201,139,104,23.5,0,37.1,865.7,0,0,1.4,2021-07-18T03:00:00+00:00,PT30M
24,0.2,-77,110,404,242,186,0,8.6,110,404,242,186,23.5,0,37.8,865.8,0,0,1.1,2021-07-18T03:30:00+00:00,PT30M
24,0.2,-81,132,503,345,288,0,8.3,132,503,345,288,23.5,0,35.7,866.1,0,0,0.7,2021-07-18T04:00:00+00:00,PT30M
26,0.2,-85,150,578,447,397,0,8,150,578,447,397,23.4,0,32.4,866.2,0,0,0.4,2021-07-18T04:30:00+00:00,PT30M
28,0.2,-89,164,635,546,506,0,7.8,164,635,546,506,23.3,0,28.3,866.2,0,0,0.5,2021-07-18T05:00:00+00:00,PT30M
29,0.2,-93,175,679,639,610,0,7.9,175,679,639,610,23.1,0,26.7,866.3,0,0,0.7,2021-07-18T05:30:00+00:00,PT30M
29,0.2,-99,176,729,728,710,0,8.2,176,729,728,710,23,0,27.2,866.3,0,0,1,2021-07-18T06:00:00+00:00,PT30M
29,0.2,-105,166,783,809,803,0,8.6,166,783,809,803,22.8,0,27.8,866.2,0,0,1.2,2021-07-18T06:30:00+00:00,PT30M
29,0.2,-112,162,816,875,880,0,8.9,162,816,875,880,22.5,0,28.3,866,0,0,1.3,2021-07-18T07:00:00+00:00,PT30M
30,0.2,-122,165,830,925,938,0,8.9,165,830,925,938,22.3,0,27.4,865.9,0,0,1.4,2021-07-18T07:30:00+00:00,PT30M
31,0.2,-136,167,839,961,980,0,8.6,167,839,961,980,22.1,0,25.2,865.9,0,0,1.6,2021-07-18T08:00:00+00:00,PT30M
31,0.2,-157,168,845,982,1004,0,8.3,168,845,982,1004,22,0,23.9,865.7,0,0,1.6,2021-07-18T08:30:00+00:00,PT30M
31,0.2,176,175,837,985,1008,0,8.1,175,837,985,1008,22,0,23.4,865.5,0,0,1.7,2021-07-18T09:00:00+00:00,PT30M
32,0.2,151,188,816,971,992,0,7.7,188,816,971,992,21.6,0,22.5,865.3,0,0,1.7,2021-07-18T09:30:00+00:00,PT30M
32,0.2,132,193,802,945,962,0,7.1,193,802,945,962,20.9,0,21.1,865,0,0,1.7,2021-07-18T10:00:00+00:00,PT30M
33,0.2,119,190,793,907,917,0,6.8,190,793,907,917,20.5,0,20.2,864.8,0,0,1.7,2021-07-18T10:30:00+00:00,PT30M
33,0.2,110,187,776,853,855,0,6.7,187,776,853,855,20.3,0,19.7,864.4,0,0,1.8,2021-07-18T11:00:00+00:00,PT30M
33,0.2,103,183,752,787,778,0,6.5,183,752,787,778,20.1,0,19.2,864.1,0,0,1.9,2021-07-18T11:30:00+00:00,PT30M
33,0.2,97,177,722,709,688,0,6,177,722,709,688,20,0,18.5,863.8,0,0,2.2,2021-07-18T12:00:00+00:00,PT30M
33,0.2,92,169,683,621,588,0,5.7,169,683,621,588,19.9,0,18.1,863.5,0,0,2.3,2021-07-18T12:30:00+00:00,PT30M
33,0.2,88,158,635,525,481,5.2,5.4,190,529,499,461,20,0,17.7,863.2,0,0,2.3,2021-07-18T13:00:00+00:00,PT30M
33,0.2,84,143,575,424,370,29.8,5.4,277,41,296,283,20.1,0,17.8,863,0,0,2.3,2021-07-18T13:30:00+00:00,PT30M
33,0.2,80,125,493,319,261,10.9,5.6,169,297,281,241,20.2,0,18.4,863,0,0,2.3,2021-07-18T14:00:00+00:00,PT30M
33,0.2,76,102,384,217,160,0,5.3,102,384,217,160,20.2,0,18.3,863,0,0,2.1,2021-07-18T14:30:00+00:00,PT30M
32,0.2,72,74,235,121,80,0,4.6,74,235,121,80,20.1,0,17.4,863.2,0,0,1.8,2021-07-18T15:00:00+00:00,PT30M
32,0.2,68,39,69,47,35,5,3.8,40,40,45,37,20.2,0,16.7,863.5,0,0,1.4,2021-07-18T15:30:00+00:00,PT30M
32,0.2,64,5,1,5,4,18.1,3.2,4,0,4,4,20.4,0,16.2,863.7,0,0,1,2021-07-18T16:00:00+00:00,PT30M
31,0.2,59,0,0,0,0,57.2,3.4,0,0,0,0,20.6,0,17.2,863.9,0,0,0.7,2021-07-18T16:30:00+00:00,PT30M
30,0.2,54,0,0,0,0,61.6,4.6,0,0,0,0,20.8,0,19.9,864.2,0,0,0.4,2021-07-18T17:00:00+00:00,PT30M
30,0.2,49,0,0,0,0,80,5,0,0,0,0,21,0,21.2,864.5,0,0,0.3,2021-07-18T17:30:00+00:00,PT30M
30,0.2,43,0,0,0,0,83.7,4.7,0,0,0,0,21.3,0,20.6,864.8,0,0,0.2,2021-07-18T18:00:00+00:00,PT30M
29,0.2,37,0,0,0,0,85.2,4.5,0,0,0,0,21.5,0,20.5,864.9,0,0,0.4,2021-07-18T18:30:00+00:00,PT30M
29,0.2,30,0,0,0,0,85.4,4.4,0,0,0,0,21.6,0,20.8,865,0,0,0.8,2021-07-18T19:00:00+00:00,PT30M
29,0.2,23,0,0,0,0,86.5,5,0,0,0,0,21.8,0,22.4,865,0,0,1,2021-07-18T19:30:00+00:00,PT30M
28,0.2,15,0,0,0,0,86.4,6.1,0,0,0,0,21.9,0,25.4,865,0,0,1.2,2021-07-18T20:00:00+00:00,PT30M
27,0.2,7,0,0,0,0,79.3,6.7,0,0,0,0,21.9,0,27.2,864.9,0,0,1.3,2021-07-18T20:30:00+00:00,PT30M
27,0.2,-1,0,0,0,0,85.8,6.9,0,0,0,0,21.9,0,27.5,864.7,0,0,1.2,2021-07-18T21:00:00+00:00,PT30M
27,0.2,-9,0,0,0,0,77.4,7,0,0,0,0,22.6,0,28.4,864.6,0,0,1.3,2021-07-18T21:30:00+00:00,PT30M
26,0.2,-18,0,0,0,0,32.2,7.1,0,0,0,0,24.1,0,30.1,864.8,0,0,1.6,2021-07-18T22:00:00+00:00,PT30M
26,0.2,-25,0,0,0,0,84.4,7.4,0,0,0,0,25,0,31.7,864.8,0,0,1.7,2021-07-18T22:30:00+00:00,PT30M
25,0.2,-32,0,0,0,0,79.7,7.8,0,0,0,0,25.3,0,33.1,864.7,0,0,1.6,2021-07-18T23:00:00+00:00,PT30M
25,0.2,-39,0,0,0,0,71.3,8.2,0,0,0,0,25.5,0,34.3,864.7,0,0,1.6,2021-07-18T23:30:00+00:00,PT30M
25,0.2,-45,0,0,0,0,21.8,8.8,0,0,0,0,25.6,0,35.2,864.7,0,0,1.7,2021-07-19T00:00:00+00:00,PT30M
25,0.2,-51,0,0,0,0,72.9,9,0,0,0,0,25.7,0,35.2,864.7,0,0,1.7,2021-07-19T00:30:00+00:00,PT30M
26,0.2,-56,0,0,0,0,59.5,8.9,0,0,0,0,25.7,0,34.5,864.8,0,0,1.7,2021-07-19T01:00:00+00:00,PT30M
26,0.2,-60,0,0,0,0,24.8,9,0,0,0,0,25.8,0,34.7,864.9,0,0,1.7,2021-07-19T01:30:00+00:00,PT30M
25,0.2,-65,12,8,12,11,30.3,9.2,8,0,8,8,25.8,0,35.9,865,0,0,1.7,2021-07-19T02:00:00+00:00,PT30M
25,0.2,-69,48,126,65,43,70.3,9.4,17,0,17,16,25.9,0,36.9,865.1,0,0,1.7,2021-07-19T02:30:00+00:00,PT30M
25,0.2,-73,80,284,145,98,87.7,9.5,19,0,19,18,26,0,37.5,865.3,0,0,1.7,2021-07-19T03:00:00+00:00,PT30M
25,0.2,-77,107,413,241,184,82.9,9.3,40,0,40,38,26.1,0,36.4,865.5,0,0,1.4,2021-07-19T03:30:00+00:00,PT30M
26,0.2,-81,128,512,343,287,85.3,8.7,52,0,52,50,26,0,33.8,865.7,0,0,0.9,2021-07-19T04:00:00+00:00,PT30M
27,0.2,-85,144,589,446,396,71.8,8,127,0,127,122,26,0,30.5,865.8,0,0,0.9,2021-07-19T04:30:00+00:00,PT30M
28,0.2,-89,155,648,545,506,69.5,7.4,164,0,164,159,26.1,0,26.6,866.1,0,0,1.4,2021-07-19T05:00:00+00:00,PT30M
29,0.2,-94,164,695,638,610,75.6,7,156,0,156,151,26.3,0,24.9,866.2,0,0,1.8,2021-07-19T05:30:00+00:00,PT30M
29,0.2,-99,163,746,726,710,70,7.1,219,0,219,212,26.5,0,24.9,866.3,0,0,2,2021-07-19T06:00:00+00:00,PT30M
29,0.2,-105,150,801,807,802,66.4,7.3,270,0,270,261,26.7,0,25,866.3,0,0,2.3,2021-07-19T06:30:00+00:00,PT30M
29,0.2,-112,147,830,871,877,65.9,7.4,298,0,298,288,26.9,0,25.1,866.2,0,0,2.4,2021-07-19T07:00:00+00:00,PT30M
30,0.2,-122,153,837,919,933,12.3,7.4,300,552,808,813,27,0,24.2,866.1,0,0,2.5,2021-07-19T07:30:00+00:00,PT30M
31,0.2,-137,157,842,953,974,0,7.2,157,842,953,974,27,0,22.5,865.8,0,0,2.5,2021-07-19T08:00:00+00:00,PT30M
32,0.2,-157,159,847,974,998,0,7.1,159,847,974,998,27,0,21.6,865.6,0,0,2.5,2021-07-19T08:30:00+00:00,PT30M
32,0.2,176,176,824,973,998,0,7.2,176,824,973,998,27.1,0,21.5,865.4,0,0,2.5,2021-07-19T09:00:00+00:00,PT30M
32,0.2,151,208,775,951,972,13.4,7.4,291,556,825,836,27.3,0,21.7,865.1,0,0,2.5,2021-07-19T09:30:00+00:00,PT30M
32,0.2,132,221,745,919,936,79.6,7.7,187,0,187,181,27.7,0,22.3,864.6,0,0,2.6,2021-07-19T10:00:00+00:00,PT30M
32,0.2,119,217,733,880,890,81.6,8,161,0,161,155,28.1,0,22.6,864.3,0,0,2.6,2021-07-19T10:30:00+00:00,PT30M
32,0.2,110,210,719,827,829,72.7,8.1,227,0,227,220,28.4,0,22.6,864.2,0,0,2.6,2021-07-19T11:00:00+00:00,PT30M
32,0.2,103,200,702,763,755,91,8.2,68,0,68,66,28.5,0,22.7,864,0,0,2.6,2021-07-19T11:30:00+00:00,PT30M
32,0.2,97,187,682,688,670,88,8.2,82,0,82,79,28.4,0,22.8,863.6,0,0,2.5,2021-07-19T12:00:00+00:00,PT30M
32,0.2,92,170,659,606,575,66.8,8.2,199,0,199,192,28.2,0,23.1,863.5,0,0,2.4,2021-07-19T12:30:00+00:00,PT30M
32,0.2,88,154,626,515,472,17.1,8.4,269,274,426,400,27.9,0,23.7,863.6,0,0,2.3,2021-07-19T13:00:00+00:00,PT30M
31,0.2,84,136,579,418,365,4.7,8.3,165,482,397,350,27.4,0,24.1,863.6,0,0,2.2,2021-07-19T13:30:00+00:00,PT30M
31,0.2,80,115,517,319,259,0,8,115,517,319,259,26.7,0,24.4,863.5,0,0,2.2,2021-07-19T14:00:00+00:00,PT30M
30,0.2,76,92,432,220,159,0,7.6,92,432,220,159,26.2,0,24.1,863.5,0,0,2.2,2021-07-19T14:30:00+00:00,PT30M
30,0.2,72,66,308,128,75,0,7.1,66,308,128,75,25.8,0,23.2,863.7,0,0,2,2021-07-19T15:00:00+00:00,PT30M
30,0.2,68,36,132,51,31,5.2,6.7,36,113,49,32,25.3,0,22.8,863.8,0,0,1.6,2021-07-19T15:30:00+00:00,PT30M
30,0.2,64,5,3,5,4,31.8,6.6,3,0,3,3,24.6,0,22.9,863.9,0,0,1.2,2021-07-19T16:00:00+00:00,PT30M
29,0.2,59,0,0,0,0,27.6,6.6,0,0,0,0,24,0,24.2,864.1,0,0,1,2021-07-19T16:30:00+00:00,PT30M
28,0.2,54,0,0,0,0,70.4,7,0,0,0,0,23.6,0,26.7,864.3,0,0,1.1,2021-07-19T17:00:00+00:00,PT30M
27,0.2,49,0,0,0,0,69.9,7,0,0,0,0,23.2,0,27.9,864.5,0,0,1.2,2021-07-19T17:30:00+00:00,PT30M
27,0.2,43,0,0,0,0,66.7,6.7,0,0,0,0,23,0,27.6,864.7,0,0,1.3,2021-07-19T18:00:00+00:00,PT30M
27,0.2,37,0,0,0,0,49.6,6.6,0,0,0,0,22.9,0,27.6,864.8,0,0,1.4,2021-07-19T18:30:00+00:00,PT30M
27,0.2,30,0,0,0,0,31.2,6.6,0,0,0,0,22.9,0,28.1,864.7,0,0,1.5,2021-07-19T19:00:00+00:00,PT30M
26,0.2,23,0,0,0,0,30.8,7.2,0,0,0,0,23,0,30.2,864.8,0,0,1.6,2021-07-19T19:30:00+00:00,PT30M
25,0.2,15,0,0,0,0,30.8,8.3,0,0,0,0,23.1,0,34.2,864.9,0,0,1.6,2021-07-19T20:00:00+00:00,PT30M
25,0.2,7,0,0,0,0,33.1,9,0,0,0,0,23.2,0,37.2,864.9,0,0,1.6,2021-07-19T20:30:00+00:00,PT30M
24,0.2,-1,0,0,0,0,33.6,9.3,0,0,0,0,23.3,0,38.8,864.8,0,0,1.7,2021-07-19T21:00:00+00:00,PT30M
24,0.2,-9,0,0,0,0,31.3,9.5,0,0,0,0,23.3,0,40.7,864.7,0,0,1.7,2021-07-19T21:30:00+00:00,PT30M
23,0.2,-18,0,0,0,0,33.1,9.6,0,0,0,0,23.2,0,43.2,864.6,0,0,1.7,2021-07-19T22:00:00+00:00,PT30M
22,0.2,-25,0,0,0,0,34.6,9.8,0,0,0,0,23.4,0,45.4,864.7,0,0,1.7,2021-07-19T22:30:00+00:00,PT30M
22,0.2,-32,0,0,0,0,41.4,10,0,0,0,0,23.9,0,47.3,864.8,0,0,1.8,2021-07-19T23:00:00+00:00,PT30M
21,0.2,-39,0,0,0,0,1.1,10.2,0,0,0,0,24.3,0,48.8,865,0,0,1.8,2021-07-19T23:30:00+00:00,PT30M
21,0.2,-45,0,0,0,0,21.3,10.4,0,0,0,0,24.6,0,49.9,865.1,0,0,1.6,2021-07-20T00:00:00+00:00,PT30M
21,0.2,-51,0,0,0,0,32.1,10.5,0,0,0,0,24.8,0,50.5,865.2,0,0,1.5,2021-07-20T00:30:00+00:00,PT30M
21,0.2,-56,0,0,0,0,29.7,10.6,0,0,0,0,24.8,0,50.7,865.3,0,0,1.4,2021-07-20T01:00:00+00:00,PT30M
21,0.2,-61,0,0,0,0,11,10.7,0,0,0,0,24.7,0,50.9,865.5,0,0,1.3,2021-07-20T01:30:00+00:00,PT30M
21,0.2,-65,11,14,12,10,13.7,10.7,9,0,9,9,24.6,0,51.1,865.7,0,0,1.2,2021-07-20T02:00:00+00:00,PT30M
22,0.2,-69,45,175,69,40,26.9,10.8,49,18,52,47,24.3,0,49.5,866,0,0,1,2021-07-20T02:30:00+00:00,PT30M
23,0.2,-73,75,342,152,97,0.5,10.9,75,336,151,97,23.9,0,46.5,866.2,0,0,0.9,2021-07-20T03:00:00+00:00,PT30M
24,0.2,-77,99,463,249,187,0,10.6,99,463,249,187,23.5,0,43.4,866.5,0,0,0.5,2021-07-20T03:30:00+00:00,PT30M
24,0.2,-81,119,554,351,292,0,9.6,119,554,351,292,23.1,0,40.1,866.8,0,0,0.2,2021-07-20T04:00:00+00:00,PT30M
25,0.2,-85,134,625,454,403,0,9,134,625,454,403,22.8,0,36.2,866.9,0,0,0.7,2021-07-20T04:30:00+00:00,PT30M
27,0.2,-89,146,679,554,514,0,8.7,146,679,554,514,22.6,0,32,867,0,0,1.2,2021-07-20T05:00:00+00:00,PT30M
28,0.2,-94,156,721,647,619,0,8.5,156,721,647,619,22.5,0,29.8,867,0,0,1.5,2021-07-20T05:30:00+00:00,PT30M
28,0.2,-99,158,764,734,719,0,8.4,158,764,734,719,22.4,0,29.2,867.1,0,0,1.7,2021-07-20T06:00:00+00:00,PT30M
28,0.2,-105,151,809,814,810,0,8.2,151,809,814,810,22.4,0,28.7,867.1,0,0,1.9,2021-07-20T06:30:00+00:00,PT30M
28,0.2,-113,149,836,878,885,0,8.1,149,836,878,885,22.6,0,28,867,0,0,2.1,2021-07-20T07:00:00+00:00,PT30M
29,0.2,-123,152,848,927,942,0,7.8,152,848,927,942,22.9,0,26.7,866.9,0,0,2.3,2021-07-20T07:30:00+00:00,PT30M
30,0.2,-137,153,856,962,983,0,7.4,153,856,962,983,23.3,0,24.6,866.7,0,0,2.4,2021-07-20T08:00:00+00:00,PT30M
30,0.2,-158,154,860,982,1007,0,7.2,154,860,982,1007,23.6,0,23.5,866.5,0,0,2.4,2021-07-20T08:30:00+00:00,PT30M
31,0.2,176,148,870,988,1015,0,7.3,148,870,988,1015,23.9,0,23.1,866.3,0,0,2.4,2021-07-20T09:00:00+00:00,PT30M
31,0.2,151,136,885,983,1009,0,7.2,136,885,983,1009,23.5,0,22.5,866,0,0,2.4,2021-07-20T09:30:00+00:00,PT30M
32,0.2,132,127,892,963,984,0,7.2,127,892,963,984,22.5,0,21.8,865.7,0,0,2.5,2021-07-20T10:00:00+00:00,PT30M
32,0.2,120,124,887,925,940,0,7,124,887,925,940,21.9,0,21.1,865.4,0,0,2.5,2021-07-20T10:30:00+00:00,PT30M
32,0.2,110,120,877,873,878,0,6.8,120,877,873,878,21.8,0,20.5,865.1,0,0,2.6,2021-07-20T11:00:00+00:00,PT30M
33,0.2,103,117,861,807,801,0,6.6,117,861,807,801,21.7,0,20,864.9,0,0,2.6,2021-07-20T11:30:00+00:00,PT30M
33,0.2,98,113,839,730,711,0,6.6,113,839,730,711,21.5,0,19.6,864.5,0,0,2.7,2021-07-20T12:00:00+00:00,PT30M
33,0.2,93,108,810,642,609,0,6.4,108,810,642,609,21.5,0,19.3,864.3,0,0,2.8,2021-07-20T12:30:00+00:00,PT30M
33,0.2,88,101,775,547,501,0,6.1,101,775,547,501,21.6,0,19,864,0,0,2.9,2021-07-20T13:00:00+00:00,PT30M
33,0.2,84,92,730,447,387,0,5.9,92,730,447,387,21.5,0,18.8,863.8,0,0,3,2021-07-20T13:30:00+00:00,PT30M
32,0.2,80,82,670,344,273,0,5.6,82,670,344,273,21.4,0,18.9,863.7,0,0,3,2021-07-20T14:00:00+00:00,PT30M
32,0.2,76,69,585,241,164,0,5,69,585,241,164,21.2,0,18.4,863.7,0,0,2.9,2021-07-20T14:30:00+00:00,PT30M
32,0.2,72,53,461,143,70,0,4,53,461,143,70,20.9,0,17.2,863.8,0,0,2.7,2021-07-20T15:00:00+00:00,PT30M
32,0.2,68,31,251,58,24,5,3.6,32,220,57,25,20.5,0,16.8,864,0,0,2.3,2021-07-20T15:30:00+00:00,PT30M
32,0.2,64,4,11,5,4,32,3.6,3,0,3,3,20.1,0,17.1,864.2,0,0,1.9,2021-07-20T16:00:00+00:00,PT30M
31,0.2,59,0,0,0,0,27,3.8,0,0,0,0,19.7,0,18.3,864.3,0,0,1.5,2021-07-20T16:30:00+00:00,PT30M
29,0.2,55,0,0,0,0,59.4,4.3,0,0,0,0,19.3,0,20.7,864.4,0,0,1.3,2021-07-20T17:00:00+00:00,PT30M
